job_title,company,location,salary,description,skills,standardized_title,salary_low,salary_avg,standardized_location,experience_years,skill_firebase,skill_rust,skill_ruby,skill_docker,skill_tableau,skill_kafka,skill_mongodb,skill_swift,skill_azure,skill_python,skill_kubernetes,skill_bash,skill_javascript,skill_spark,skill_flutter,skill_r,skill_numpy,skill_sql,skill_golang,skill_elasticsearch,skill_php,skill_react,skill_postgresql,skill_snowflake,skill_tensorflow,skill_vue.js,skill_pytorch,skill_c++,skill_gcp,skill_pandas,skill_scala,skill_aws,skill_angular,skill_node.js,skill_java,skill_power_bi,skill_terraform,skill_hadoop,skill_linux,skills_count,company_size
Backend Developer,ZetaWare,Remote (Global),$111881 - $182553 per year,"We are urgently hiring a Backend Developer for our team at ZetaWare. Experience with Swift, Scala, NumPy, Terraform is highly preferred.","['Spark', 'Angular']",Backend Engineer,111881.0,147217.0,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Large
Mobile App Developer,DeepCompute,"Berlin, DE",$92285 - $284526 per year,"We are urgently hiring a Mobile App Developer for our team at DeepCompute. Experience with Elasticsearch, Vue.js, Pandas, React is highly preferred.","['PHP', 'C++']",Software Engineer,92285.0,188405.5,"Berlin, DE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Large
AI Specialist,CloudNest,"Dublin, IE",$163174 - $186029 per year,"We are urgently hiring a AI Specialist for our team at CloudNest. Experience with Kafka, PHP, Pandas, Linux, AWS, React is highly preferred.","['Azure', 'Pandas']",Other,163174.0,174601.5,"Dublin, IE",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Small
Network Engineer,NeoTech,"Toronto, ON",$114510 - $194553 per year,"We are urgently hiring a Network Engineer for our team at NeoTech. Experience with Kubernetes, TensorFlow, Spark, Flutter, Java, Power BI is highly preferred.","['Hadoop', 'PostgreSQL', 'GoLang', 'Snowflake', 'Docker', 'Vue.js']",Other Tech Role,114510.0,154531.5,"Toronto, ON",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,Medium
DevOps Engineer,DeepCompute,"Tokyo, JP",$108345 - $252964 per year,"We are urgently hiring a DevOps Engineer for our team at DeepCompute. Experience with JavaScript, Kubernetes, TensorFlow, Spark, Terraform is highly preferred.","['Swift', 'Ruby', 'Spark', 'R', 'Rust']",DevOps/Cloud Engineer,108345.0,180654.5,"Tokyo, JP",3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Small
Systems Architect,NeoTech,"Atlanta, GA",$92162 - $268823 per year,"We are urgently hiring a Systems Architect for our team at NeoTech. Experience with Scala, Firebase, JavaScript, Kubernetes, Node.js is highly preferred.","['Flutter', 'Angular', 'Bash', 'Kafka', 'AWS', 'Tableau', 'Power BI']",Other Tech Role,92162.0,180492.5,"Atlanta, GA",8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,Medium
IT Project Manager,NeoTech,"New York, NY",$154611 - $184205 per year,"We are urgently hiring a IT Project Manager for our team at NeoTech. Experience with Power BI, Kafka, NumPy, PostgreSQL, Azure is highly preferred.","['TensorFlow', 'Firebase', 'PostgreSQL', 'Docker', 'Node.js', 'C++', 'Elasticsearch']",Product/Project Manager,154611.0,169408.0,"New York, NY",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,Large
Machine Learning Engineer,GigabyteGroove,"Toronto, ON",$90040 - $278554 per year,"We are urgently hiring a Machine Learning Engineer for our team at GigabyteGroove. Experience with Angular, Pandas, R is highly preferred.","['Java', 'Azure', 'TensorFlow', 'Ruby', 'PostgreSQL']",ML Engineer,90040.0,184297.0,"Toronto, ON",3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,Large
AI Specialist,ZetaWare,"London, UK",$153350 - $296575 per year,"We are urgently hiring a AI Specialist for our team at ZetaWare. Experience with Bash, PostgreSQL, NumPy is highly preferred.","['Linux', 'JavaScript']",Other,153350.0,224962.5,"London, UK",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Small
Software Engineer,SkyNet Inc.,"Atlanta, GA",$151974 - $199725 per year,"We are urgently hiring a Software Engineer for our team at SkyNet Inc.. Experience with Rust, MongoDB, Spark, Power BI, R is highly preferred.","['GoLang', 'PostgreSQL', 'GCP', 'Java', 'Firebase', 'Snowflake', 'Swift']",Software Engineer,151974.0,175849.5,"Atlanta, GA",3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,Small
Data Analyst,ByteLogic,Remote,$46874 - $249916 per year,"We are urgently hiring a Data Analyst for our team at ByteLogic. Experience with Kubernetes, Power BI, GCP is highly preferred.","['Spark', 'Rust']",Data Analyst,46874.0,148395.0,Remote,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Medium
Product Manager,CodeHaven,"Miami, FL",$82805 - $235611 per year,"We are urgently hiring a Product Manager for our team at CodeHaven. Experience with Rust, Swift, GCP, JavaScript, Kubernetes is highly preferred.","['Node.js', 'Linux', 'JavaScript', 'Vue.js', 'Swift']",Product/Project Manager,82805.0,159208.0,"Miami, FL",3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,Medium
Mobile App Developer,DataWorks,"Toronto, ON",$154962 - $232321 per year,"We are urgently hiring a Mobile App Developer for our team at DataWorks. Experience with Swift, Linux, MongoDB, Node.js is highly preferred.","['Ruby', 'Elasticsearch']",Software Engineer,154962.0,193641.5,"Toronto, ON",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Embedded Systems Engineer,MacroLogic,Remote,$82698 - $279169 per year,"We are urgently hiring a Embedded Systems Engineer for our team at MacroLogic. Experience with Node.js, Kafka, Firebase, GCP is highly preferred.","['Spark', 'Flutter', 'GoLang', 'Swift', 'Docker', 'Elasticsearch', 'Terraform']",Other Tech Role,82698.0,180933.5,Remote,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,Medium
Technical Support Specialist,QuantumSoft,"London, UK",$69358 - $239893 per year,"We are urgently hiring a Technical Support Specialist for our team at QuantumSoft. Experience with Python, Linux, Flutter is highly preferred.","['React', 'GCP', 'Terraform', 'Hadoop', 'TensorFlow']",Other Tech Role,69358.0,154625.5,"London, UK",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,Small
Business Intelligence Analyst,DataNova,"Miami, FL",$100125 - $271909 per year,"We are urgently hiring a Business Intelligence Analyst for our team at DataNova. Experience with Linux, PyTorch, JavaScript is highly preferred.","['Spark', 'SQL', 'Java', 'PHP']",Data Analyst,100125.0,186017.0,"Miami, FL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Medium
Full Stack Developer,GigabyteGroove,"New York, NY",$73540 - $247976 per year,"We are urgently hiring a Full Stack Developer for our team at GigabyteGroove. Experience with Kubernetes, PyTorch, SQL, AWS is highly preferred.","['Swift', 'NumPy', 'Terraform', 'Flutter', 'C++', 'Snowflake']",Full Stack Engineer,73540.0,160758.0,"New York, NY",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,Small
Full Stack Developer,ByteLogic,"London, UK",$79683 - $277251 per year,"We are urgently hiring a Full Stack Developer for our team at ByteLogic. Experience with Terraform, Node.js, C++, JavaScript is highly preferred.","['Swift', 'Hadoop', 'Bash', 'Terraform', 'Scala']",Full Stack Engineer,79683.0,178467.0,"London, UK",3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,Small
Blockchain Developer,DeepCompute,"New York, NY",$46771 - $223461 per year,"We are urgently hiring a Blockchain Developer for our team at DeepCompute. Experience with PyTorch, SQL, Java is highly preferred.","['SQL', 'Power BI', 'Linux', 'Firebase', 'Tableau']",Software Engineer,46771.0,135116.0,"New York, NY",3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,Small
Full Stack Developer,ByteLogic,Remote,$43916 - $225700 per year,"We are urgently hiring a Full Stack Developer for our team at ByteLogic. Experience with Docker, Flutter, TensorFlow, Node.js is highly preferred.","['R', 'Flutter', 'Power BI', 'Vue.js', 'Kubernetes']",Full Stack Engineer,43916.0,134808.0,Remote,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,Medium
Blockchain Developer,DataNova,"New York, NY",$121639 - $242422 per year,"We are urgently hiring a Blockchain Developer for our team at DataNova. Experience with Scala, Kubernetes, Spark, Power BI, Terraform, React is highly preferred.","['Kafka', 'PostgreSQL', 'GoLang', 'Kubernetes', 'Rust']",Software Engineer,121639.0,182030.5,"New York, NY",3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Medium
IT Project Manager,NextGen,"Seattle, WA",$99127 - $266403 per year,"We are urgently hiring a IT Project Manager for our team at NextGen. Experience with React, Bash, NumPy is highly preferred.","['React', 'PHP', 'Rust', 'Scala', 'Ruby', 'Hadoop']",Product/Project Manager,99127.0,182765.0,"Seattle, WA",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,Medium
AI Specialist,ZetaWare,"Barcelona, ES",$176293 - $247751 per year,"We are urgently hiring a AI Specialist for our team at ZetaWare. Experience with Kubernetes, Spark, Angular, Terraform, Java is highly preferred.","['SQL', 'Linux', 'AWS', 'GoLang', 'Ruby', 'Python']",Other,176293.0,212022.0,"Barcelona, ES",3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,Small
Backend Developer,DataNova,"San Francisco, CA",$102345 - $201218 per year,"We are urgently hiring a Backend Developer for our team at DataNova. Experience with Spark, Python, PostgreSQL, PyTorch, Snowflake, GCP is highly preferred.","['PostgreSQL', 'Bash', 'Vue.js']",Backend Engineer,102345.0,151781.5,"San Francisco Bay Area, CA",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Medium
Product Manager,ZetaWare,"Sydney, AU",$108892 - $251549 per year,"We are urgently hiring a Product Manager for our team at ZetaWare. Experience with Node.js, Pandas, Elasticsearch, Azure, Snowflake, Ruby is highly preferred.","['Azure', 'Kafka', 'Snowflake', 'R']",Product/Project Manager,108892.0,180220.5,"Sydney, AU",3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Medium
Frontend Developer,CircuitFlow,"Atlanta, GA",$176071 - $214454 per year,"We are urgently hiring a Frontend Developer for our team at CircuitFlow. Experience with Terraform, Angular, JavaScript is highly preferred.","['Kubernetes', 'React', 'Rust', 'R', 'Node.js', 'Power BI']",Frontend Engineer,176071.0,195262.5,"Atlanta, GA",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,Small
Network Engineer,PixelPerfect,"Seattle, WA",$131127 - $220243 per year,"We are urgently hiring a Network Engineer for our team at PixelPerfect. Experience with Angular, Snowflake, Docker, Elasticsearch, Ruby, Bash is highly preferred.","['GoLang', 'Java', 'Rust', 'JavaScript', 'Firebase', 'GCP']",Other Tech Role,131127.0,175685.0,"Seattle, WA",3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,Large
IT Project Manager,EchoSoft,Remote (Global),$79785 - $253778 per year,"We are urgently hiring a IT Project Manager for our team at EchoSoft. Experience with Power BI, Terraform, Rust is highly preferred.","['Tableau', 'C++', 'Terraform', 'MongoDB', 'React', 'Snowflake', 'Rust']",Product/Project Manager,79785.0,166781.5,Remote,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,Small
Backend Developer,FutureFrame,"Sydney, AU",$151153 - $292498 per year,"We are urgently hiring a Backend Developer for our team at FutureFrame. Experience with Pandas, AWS, Bash, NumPy is highly preferred.","['Tableau', 'Flutter', 'PyTorch', 'R', 'Spark']",Backend Engineer,151153.0,221825.5,"Sydney, AU",3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,Medium
Backend Developer,PixelPerfect,"New York, NY",$59626 - $212942 per year,"We are urgently hiring a Backend Developer for our team at PixelPerfect. Experience with Swift, Firebase, TensorFlow, AWS, Flutter is highly preferred.","['Java', 'PyTorch', 'C++']",Backend Engineer,59626.0,136284.0,"New York, NY",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,Small
DevOps Engineer,BrightBytes,"Chicago, IL",$149840 - $231249 per year,"We are urgently hiring a DevOps Engineer for our team at BrightBytes. Experience with PHP, GCP, TensorFlow, Rust is highly preferred.","['Kubernetes', 'Bash', 'Node.js', 'MongoDB']",DevOps/Cloud Engineer,149840.0,190544.5,"Chicago, IL",3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,Large
Backend Developer,CodeHaven,"Toronto, ON",$77331 - $268111 per year,"We are urgently hiring a Backend Developer for our team at CodeHaven. Experience with Spark, Python, Node.js, Tableau, Hadoop is highly preferred.","['React', 'PyTorch', 'Rust', 'Vue.js', 'Hadoop', 'Node.js']",Backend Engineer,77331.0,172721.0,"Toronto, ON",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6,Small
Network Engineer,EchoSoft,"Toronto, ON",$80285 - $189227 per year,"We are urgently hiring a Network Engineer for our team at EchoSoft. Experience with Pandas, SQL, Linux, Scala, Node.js is highly preferred.","['R', 'Angular', 'C++', 'Kafka', 'NumPy', 'Rust', 'React']",Other Tech Role,80285.0,134756.0,"Toronto, ON",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,Medium
Machine Learning Engineer,EchoSoft,"Sydney, AU",$135040 - $211626 per year,"We are urgently hiring a Machine Learning Engineer for our team at EchoSoft. Experience with Angular, Flutter, AWS, React, Pandas, Power BI is highly preferred.","['Elasticsearch', 'Azure', 'Flutter', 'Scala']",ML Engineer,135040.0,173333.0,"Sydney, AU",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Large
Cybersecurity Analyst,InnovateX,"New York, NY",$66510 - $273466 per year,"We are urgently hiring a Cybersecurity Analyst for our team at InnovateX. Experience with PHP, MongoDB, Kafka, Rust, Angular, Pandas is highly preferred.","['Kafka', 'Snowflake']",Data Analyst,66510.0,169988.0,"New York, NY",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Medium
Blockchain Developer,GigabyteGroove,"Phoenix, AZ",$176044 - $294084 per year,"We are urgently hiring a Blockchain Developer for our team at GigabyteGroove. Experience with SQL, React, MongoDB, PostgreSQL, Node.js, PHP is highly preferred.","['MongoDB', 'Firebase', 'Flutter', 'Bash']",Software Engineer,176044.0,235064.0,"Phoenix, AZ",3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Large
Data Scientist,NeoTech,Singapore,$155407 - $291703 per year,"We are urgently hiring a Data Scientist for our team at NeoTech. Experience with PostgreSQL, Tableau, SQL, Bash, Angular, JavaScript is highly preferred.","['PostgreSQL', 'Ruby', 'JavaScript']",Data Scientist,155407.0,223555.0,Singapore,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Large
AI Specialist,Cloudify,"Miami, FL",$148041 - $285106 per year,"We are urgently hiring a AI Specialist for our team at Cloudify. Experience with R, Scala, GCP is highly preferred.","['GCP', 'Firebase', 'PHP', 'Pandas', 'Vue.js', 'AWS', 'Spark']",Other,148041.0,216573.5,"Miami, FL",3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,Small
Systems Architect,DataNova,"Denver, CO",$82098 - $207443 per year,"We are urgently hiring a Systems Architect for our team at DataNova. Experience with Bash, GCP, Ruby, Kafka, Docker is highly preferred.","['GCP', 'Power BI', 'Rust', 'Spark']",Other Tech Role,82098.0,144770.5,"Denver, CO",8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,Small
Data Analyst,Cloudify,"Dublin, IE",$63706 - $263814 per year,"We are urgently hiring a Data Analyst for our team at Cloudify. Experience with Spark, Kafka, Ruby, Linux, GoLang, Scala is highly preferred.","['Kafka', 'GCP', 'Azure', 'Vue.js', 'Terraform', 'C++', 'Tableau']",Data Analyst,63706.0,163760.0,"Dublin, IE",3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,7,Medium
AI Specialist,TechCorp,Remote,$89752 - $256263 per year,"We are urgently hiring a AI Specialist for our team at TechCorp. Experience with Elasticsearch, Snowflake, NumPy, Power BI, Ruby is highly preferred.","['TensorFlow', 'GoLang', 'Docker', 'Firebase', 'Bash']",Other,89752.0,173007.5,Remote,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Small
Cloud Engineer,NextGen,"Paris, FR",$129171 - $249838 per year,"We are urgently hiring a Cloud Engineer for our team at NextGen. Experience with Bash, Kubernetes, Linux, React, NumPy is highly preferred.","['PostgreSQL', 'Docker', 'Spark', 'Rust', 'Vue.js', 'SQL']",DevOps/Cloud Engineer,129171.0,189504.5,"Paris, FR",3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Small
DevOps Engineer,FutureFrame,"Seattle, WA",$111771 - $183454 per year,"We are urgently hiring a DevOps Engineer for our team at FutureFrame. Experience with Rust, Firebase, PHP, MongoDB, Vue.js, Swift is highly preferred.","['Python', 'NumPy', 'PHP']",DevOps/Cloud Engineer,111771.0,147612.5,"Seattle, WA",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Large
Software Engineer,EchoSoft,"Vancouver, BC",$155068 - $234332 per year,"We are urgently hiring a Software Engineer for our team at EchoSoft. Experience with Flutter, Ruby, Tableau, MongoDB is highly preferred.","['PostgreSQL', 'Linux', 'Scala', 'Terraform', 'Angular']",Software Engineer,155068.0,194700.0,"Vancouver, BC",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,5,Small
Cybersecurity Analyst,NeoTech,"Boston, MA",$123926 - $250827 per year,"We are urgently hiring a Cybersecurity Analyst for our team at NeoTech. Experience with TensorFlow, Kubernetes, Spark, PHP, Power BI is highly preferred.","['Kubernetes', 'React', 'Elasticsearch', 'PyTorch', 'Power BI', 'Spark']",Data Analyst,123926.0,187376.5,"Boston, MA",3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,Large
Frontend Developer,EchoSoft,"Boston, MA",$131315 - $274052 per year,"We are urgently hiring a Frontend Developer for our team at EchoSoft. Experience with R, Pandas, PostgreSQL, AWS is highly preferred.","['Vue.js', 'Kafka', 'MongoDB', 'Angular', 'TensorFlow']",Frontend Engineer,131315.0,202683.5,"Boston, MA",3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,Large
Full Stack Developer,TechCorp,"Berlin, DE",$157563 - $253268 per year,"We are urgently hiring a Full Stack Developer for our team at TechCorp. Experience with GCP, PyTorch, Java is highly preferred.","['GCP', 'TensorFlow']",Full Stack Engineer,157563.0,205415.5,"Berlin, DE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Large
Cloud Engineer,GigabyteGroove,"Denver, CO",$47229 - $273534 per year,"We are urgently hiring a Cloud Engineer for our team at GigabyteGroove. Experience with Angular, Kubernetes, Bash, Swift, Vue.js, Hadoop is highly preferred.","['Hadoop', 'Azure', 'Rust', 'Elasticsearch', 'Flutter', 'Java']",DevOps/Cloud Engineer,47229.0,160381.5,"Denver, CO",3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,Medium
Network Engineer,CircuitFlow,"Tokyo, JP",$122433 - $293080 per year,"We are urgently hiring a Network Engineer for our team at CircuitFlow. Experience with AWS, GCP, MongoDB is highly preferred.","['TensorFlow', 'Tableau']",Other Tech Role,122433.0,207756.5,"Tokyo, JP",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Medium
Business Intelligence Analyst,ByteLogic,"Dublin, IE",$91018 - $212610 per year,"We are urgently hiring a Business Intelligence Analyst for our team at ByteLogic. Experience with Ruby, JavaScript, Kafka, Node.js is highly preferred.","['Docker', 'React', 'Bash', 'PostgreSQL']",Data Analyst,91018.0,151814.0,"Dublin, IE",3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Medium
Mobile App Developer,HyperData Solutions,"Phoenix, AZ",$164363 - $198154 per year,"We are urgently hiring a Mobile App Developer for our team at HyperData Solutions. Experience with Ruby, React, Hadoop, GCP, Angular is highly preferred.","['Kafka', 'Docker', 'Ruby', 'Scala']",Software Engineer,164363.0,181258.5,"Phoenix, AZ",3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Large
Mobile App Developer,CodeHaven,"Boston, MA",$132065 - $264833 per year,"We are urgently hiring a Mobile App Developer for our team at CodeHaven. Experience with Azure, Vue.js, React is highly preferred.","['Scala', 'JavaScript', 'AWS', 'Snowflake', 'PostgreSQL', 'Terraform']",Software Engineer,132065.0,198449.0,"Boston, MA",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,6,Medium
Frontend Developer,ByteLogic,"New York, NY",$178705 - $181648 per year,"We are urgently hiring a Frontend Developer for our team at ByteLogic. Experience with Spark, Linux, Hadoop is highly preferred.","['PostgreSQL', 'Terraform']",Frontend Engineer,178705.0,180176.5,"New York, NY",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Medium
Machine Learning Engineer,ByteLogic,"Austin, TX",$170600 - $203827 per year,"We are urgently hiring a Machine Learning Engineer for our team at ByteLogic. Experience with GCP, React, Java, Firebase is highly preferred.","['PostgreSQL', 'Ruby', 'Vue.js', 'Elasticsearch']",ML Engineer,170600.0,187213.5,"Austin, TX",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Small
Backend Developer,ZetaWare,"New York, NY",$50164 - $250462 per year,"We are urgently hiring a Backend Developer for our team at ZetaWare. Experience with Hadoop, NumPy, React is highly preferred.","['Ruby', 'MongoDB', 'Tableau', 'C++']",Backend Engineer,50164.0,150313.0,"New York, NY",3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Medium
Frontend Developer,CloudNest,"Austin, TX",$80698 - $260372 per year,"We are urgently hiring a Frontend Developer for our team at CloudNest. Experience with R, Snowflake, Linux, Vue.js, Node.js is highly preferred.","['Snowflake', 'TensorFlow', 'Azure', 'PHP', 'Terraform', 'Java', 'Firebase']",Frontend Engineer,80698.0,170535.0,"Austin, TX",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,Medium
Technical Support Specialist,CodeHaven,"Phoenix, AZ",$50902 - $226965 per year,"We are urgently hiring a Technical Support Specialist for our team at CodeHaven. Experience with PyTorch, MongoDB, React is highly preferred.","['Docker', 'Spark', 'Tableau', 'Power BI', 'PostgreSQL', 'Bash']",Other Tech Role,50902.0,138933.5,"Phoenix, AZ",3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,Large
